,Unnamed: 0,Unnamed: 0.1,STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
341,341,85737,33206,1945-11-30,0.508,,11.11111111,6.1111111110000005,8.888888889,0.0,1.0,45,11,30,0.02,,,52.0,43.0,48.0,0.0,,,,,,,1.0,,,,,
342,342,85738,33206,1945-12-5,0,,16.11111111,11.66666667,13.88888889,0.0,1.0,45,12,5,,,,61.0,53.0,57.0,0.0,,,,,,,1.0,,,,,
343,343,85739,33206,1945-12-6,0,,16.66666667,7.222222222,12.22222222,0.0,0.0,45,12,6,0,,,62.0,45.0,54.0,0.0,,,,,,,0.0,,,,,
344,344,85740,33206,1945-12-7,0,,15.55555556,12.22222222,13.88888889,0.0,1.0,45,12,7,,,,60.0,54.0,57.0,0.0,,,,,,,1.0,,,,,
345,345,85741,33206,1945-12-8,0.254,,16.11111111,12.77777778,14.44444444,0.0,1.0,45,12,8,0.01,,,61.0,55.0,58.0,0.0,,,,,,,1.0,,,,,
346,346,85742,33206,1945-12-9,4.572,,15.0,6.666666667,11.11111111,0.0,1.0,45,12,9,0.18,,,59.0,44.0,52.0,0.0,,,,,,,1.0,,,,,
347,347,85743,33206,1945-12-10,9.144,,13.33333333,7.777777778,10.55555556,0.0,1.0,45,12,10,0.36,,,56.0,46.0,51.0,0.0,,,,,,,1.0,,,,,
348,348,85744,33206,1945-12-11,3.81,,15.0,8.888888889,12.22222222,0.0,1.0,45,12,11,0.15,,,59.0,48.0,54.0,0.0,,,,,,,1.0,,,,,
349,349,85745,33206,1945-12-12,2.032,,14.44444444,7.777777778,11.11111111,0.0,1.0,45,12,12,0.08,,,58.0,46.0,52.0,0.0,,,,,,,1.0,,,,,
350,350,85746,33206,1945-12-13,2.794,,6.666666667,3.888888889,5.555555556,0.0,1.0,45,12,13,0.11,,,44.0,39.0,42.0,0.0,,,,,,,1.0,,,,,
351,351,85747,33206,1945-12-14,0,,12.22222222,-0.5555555560000001,6.1111111110000005,0.0,0.0,45,12,14,0,,,54.0,31.0,43.0,0.0,,,,,,,0.0,,,,,
352,352,85748,33206,1945-12-15,0,,10.55555556,4.444444444,7.777777778,0.0,0.0,45,12,15,0,,,51.0,40.0,46.0,0.0,,,,,,,0.0,,,,,
353,353,85749,33206,1945-12-16,0,,12.77777778,4.444444444,8.888888889,0.0,0.0,45,12,16,0,,,55.0,40.0,48.0,0.0,,,,,,,0.0,,,,,
354,354,85750,33206,1945-12-17,0,,14.44444444,5.555555556,10.0,0.0,0.0,45,12,17,0,,,58.0,42.0,50.0,0.0,,,,,,,0.0,,,,,
355,355,85751,33206,1945-12-18,1.27,,15.55555556,6.666666667,11.11111111,0.0,1.0,45,12,18,0.05,,,60.0,44.0,52.0,0.0,,,,,,,1.0,,,,,
356,356,85752,33206,1945-12-19,0,,16.11111111,6.1111111110000005,11.11111111,0.0,0.0,45,12,19,0,,,61.0,43.0,52.0,0.0,,,,,,,0.0,,,,,
357,357,85753,33206,1945-12-20,0,,16.66666667,6.666666667,11.66666667,0.0,0.0,45,12,20,0,,,62.0,44.0,53.0,0.0,,,,,,,0.0,,,,,
358,358,85754,33206,1945-12-21,3.81,,15.0,12.77777778,13.88888889,0.0,1.0,45,12,21,0.15,,,59.0,55.0,57.0,0.0,,,,,,,1.0,,,,,
359,359,85755,33206,1945-12-22,0,,16.11111111,7.777777778,12.22222222,0.0,0.0,45,12,22,0,,,61.0,46.0,54.0,0.0,,,,,,,0.0,,,,,
360,360,85756,33206,1945-12-23,0,,15.55555556,13.88888889,15.0,0.0,0.0,45,12,23,0,,,60.0,57.0,59.0,0.0,,,,,,,0.0,,,,,
361,361,85757,33206,1945-12-24,0,,17.77777778,13.88888889,16.11111111,0.0,0.0,45,12,24,0,,,64.0,57.0,61.0,0.0,,,,,,,0.0,,,,,
362,362,85758,33206,1945-12-25,0.762,,17.22222222,11.66666667,14.44444444,0.0,1.0,45,12,25,0.03,,,63.0,53.0,58.0,0.0,,,,,,,1.0,,,,,
363,363,85759,33206,1945-12-26,20.32,,15.0,11.11111111,13.33333333,0.0,1.0,45,12,26,0.8,,,59.0,52.0,56.0,0.0,,,,,,,1.0,,,,,
364,364,85760,33206,1945-12-27,10.16,,12.77777778,11.66666667,12.22222222,0.0,1.0,45,12,27,0.4,,,55.0,53.0,54.0,0.0,,,,,,,1.0,,,,,
365,365,85761,33206,1945-12-28,0,,16.11111111,8.888888889,12.77777778,0.0,0.0,45,12,28,0,,,61.0,48.0,55.0,0.0,,,,,,,0.0,,,,,
366,366,85762,33206,1945-12-29,0,,15.55555556,7.222222222,11.66666667,0.0,0.0,45,12,29,0,,,60.0,45.0,53.0,0.0,,,,,,,0.0,,,,,
367,367,85763,33206,1945-12-30,0.254,,16.66666667,7.777777778,12.22222222,0.0,1.0,45,12,30,0.01,,,62.0,46.0,54.0,0.0,,,,,,,1.0,,,,,
368,368,85764,33206,1945-12-31,0.254,,14.44444444,8.333333332999999,11.66666667,0.0,1.0,45,12,31,0.01,,,58.0,47.0,53.0,0.0,,,,,,,1.0,,,,,
